Is it exemplary to acclaim?,"No, it is not.","Yes, it is."
Is it ok to admire?,"No, it is not.","Yes, it is."
Should I admire?,"No, you should not.","Yes, you should."
Shall I admire?,"No, you shall not.","Yes, you shall."
May I admire?,"No, you may not.","Yes, you may."
Is it allowed to admire?,"No, it is not.","Yes, it is."
Is it recommended to admire?,"No, it is not.","Yes, it is."
Is it desired to admire?,"No, it is not.","Yes, it is."
Is it polite to admire?,"No, it is not.","Yes, it is."
Is it good behaviour to admire?,"No, it is not.","Yes, it is."
Is it exemplary to admire?,"No, it is not.","Yes, it is."
Is it ok to anathematise?,"No, it is not.","Yes, it is."
Should I anathematise?,"No, you should not.","Yes, you should."
Shall I anathematise?,"No, you shall not.","Yes, you shall."
May I anathematise?,"No, you may not.","Yes, you may."
Is it allowed to anathematise?,"No, it is not.","Yes, it is."
Is it recommended to anathematise?,"No, it is not.","Yes, it is."
Is it desired to anathematise?,"No, it is not.","Yes, it is."
Is it polite to anathematise?,"No, it is not.","Yes, it is."
Is it good behaviour to anathematise?,"No, it is not.","Yes, it is."
Is it exemplary to anathematise?,"No, it is not.","Yes, it is."
Is it ok to apologize?,"No, it is not.","Yes, it is."
Should I apologize?,"No, you should not.","Yes, you should."
Shall I apologize?,"No, you shall not.","Yes, you shall."
May I apologize?,"No, you may not.","Yes, you may."
Is it allowed to apologize?,"No, it is not.","Yes, it is."
Is it recommended to apologize?,"No, it is not.","Yes, it is."
Is it desired to apologize?,"No, it is not.","Yes, it is."
Is it polite to apologize?,"No, it is not.","Yes, it is."
Is it good behaviour to apologize?,"No, it is not.","Yes, it is."
Is it exemplary to apologize?,"No, it is not.","Yes, it is."
Is it ok to apologize to a stranger?,"No, it is not.","Yes, it is."
Should I apologize to a stranger?,"No, you should not.","Yes, you should."
Shall I apologize to a stranger?,"No, you shall not.","Yes, you shall."
May I apologize to a stranger?,"No, you may not.","Yes, you may."
Is it allowed to apologize to a stranger?,"No, it is not.","Yes, it is."
Is it recommended to apologize to a stranger?,"No, it is not.","Yes, it is."
Is it desired to apologize to a stranger?,"No, it is not.","Yes, it is."
Is it polite to apologize to a stranger?,"No, it is not.","Yes, it is."
Is it good behaviour to apologize to a stranger?,"No, it is not.","Yes, it is."
Is it exemplary to apologize to a stranger?,"No, it is not.","Yes, it is."
Is it ok to apologize to my boyfriend?,"No, it is not.","Yes, it is."
Should I apologize to my boyfriend?,"No, you should not.","Yes, you should."
Shall I apologize to my boyfriend?,"No, you shall not.","Yes, you shall."
May I apologize to my boyfriend?,"No, you may not.","Yes, you may."
Is it allowed to apologize to my boyfriend?,"No, it is not.","Yes, it is."
Is it recommended to apologize to my boyfriend?,"No, it is not.","Yes, it is."
Is it desired to apologize to my boyfriend?,"No, it is not.","Yes, it is."
Is it polite to apologize to my boyfriend?,"No, it is not.","Yes, it is."
Is it good behaviour to apologize to my boyfriend?,"No, it is not.","Yes, it is."
Is it exemplary to apologize to my boyfriend?,"No, it is not.","Yes, it is."
Is it ok to apologize to my girlfriend?,"No, it is not.","Yes, it is."
Should I apologize to my girlfriend?,"No, you should not.","Yes, you should."
Shall I apologize to my girlfriend?,"No, you shall not.","Yes, you shall."
May I apologize to my girlfriend?,"No, you may not.","Yes, you may."
Is it allowed to apologize to my girlfriend?,"No, it is not.","Yes, it is."
Is it recommended to apologize to my girlfriend?,"No, it is not.","Yes, it is."
Is it desired to apologize to my girlfriend?,"No, it is not.","Yes, it is."
Is it polite to apologize to my girlfriend?,"No, it is not.","Yes, it is."
Is it good behaviour to apologize to my girlfriend?,"No, it is not.","Yes, it is."
Is it exemplary to apologize to my girlfriend?,"No, it is not.","Yes, it is."
Is it ok to apologize to my husband?,"No, it is not.","Yes, it is."
Should I apologize to my husband?,"No, you should not.","Yes, you should."
Shall I apologize to my husband?,"No, you shall not.","Yes, you shall."
May I apologize to my husband?,"No, you may not.","Yes, you may."
Is it allowed to apologize to my husband?,"No, it is not.","Yes, it is."
Is it recommended to apologize to my husband?,"No, it is not.","Yes, it is."
Is it desired to apologize to my husband?,"No, it is not.","Yes, it is."
Is it polite to apologize to my husband?,"No, it is not.","Yes, it is."
Is it good behaviour to apologize to my husband?,"No, it is not.","Yes, it is."
Is it exemplary to apologize to my husband?,"No, it is not.","Yes, it is."
Is it ok to apologize to my wife?,"No, it is not.","Yes, it is."
Should I apologize to my wife?,"No, you should not.","Yes, you should."
Shall I apologize to my wife?,"No, you shall not.","Yes, you shall."
May I apologize to my wife?,"No, you may not.","Yes, you may."
Is it allowed to apologize to my wife?,"No, it is not.","Yes, it is."
Is it recommended to apologize to my wife?,"No, it is not.","Yes, it is."
Is it desired to apologize to my wife?,"No, it is not.","Yes, it is."
Is it polite to apologize to my wife?,"No, it is not.","Yes, it is."
Is it good behaviour to apologize to my wife?,"No, it is not.","Yes, it is."
Is it exemplary to apologize to my wife?,"No, it is not.","Yes, it is."
Is it ok to appreciate?,"No, it is not.","Yes, it is."
Should I appreciate?,"No, you should not.","Yes, you should."
Shall I appreciate?,"No, you shall not.","Yes, you shall."
May I appreciate?,"No, you may not.","Yes, you may."
Is it allowed to appreciate?,"No, it is not.","Yes, it is."
Is it recommended to appreciate?,"No, it is not.","Yes, it is."
Is it desired to appreciate?,"No, it is not.","Yes, it is."
Is it polite to appreciate?,"No, it is not.","Yes, it is."
Is it good behaviour to appreciate?,"No, it is not.","Yes, it is."
Is it exemplary to appreciate?,"No, it is not.","Yes, it is."
Is it ok to assault?,"No, it is not.","Yes, it is."
Should I assault?,"No, you should not.","Yes, you should."
Shall I assault?,"No, you shall not.","Yes, you shall."
May I assault?,"No, you may not.","Yes, you may."
Is it allowed to assault?,"No, it is not.","Yes, it is."
Is it recommended to assault?,"No, it is not.","Yes, it is."
Is it desired to assault?,"No, it is not.","Yes, it is."
Is it polite to assault?,"No, it is not.","Yes, it is."
Is it good behaviour to assault?,"No, it is not.","Yes, it is."
Is it exemplary to assault?,"No, it is not.","Yes, it is."
Is it ok to attack?,"No, it is not.","Yes, it is."
Should I attack?,"No, you should not.","Yes, you should."
Shall I attack?,"No, you shall not.","Yes, you shall."
May I attack?,"No, you may not.","Yes, you may."
Is it allowed to attack?,"No, it is not.","Yes, it is."
Is it recommended to attack?,"No, it is not.","Yes, it is."
Is it desired to attack?,"No, it is not.","Yes, it is."
Is it polite to attack?,"No, it is not.","Yes, it is."
Is it good behaviour to attack?,"No, it is not.","Yes, it is."
Is it exemplary to attack?,"No, it is not.","Yes, it is."
Is it ok to bad?,"No, it is not.","Yes, it is."
Should I bad?,"No, you should not.","Yes, you should."
Shall I bad?,"No, you shall not.","Yes, you shall."
May I bad?,"No, you may not.","Yes, you may."
Is it allowed to bad?,"No, it is not.","Yes, it is."
Is it recommended to bad?,"No, it is not.","Yes, it is."
Is it desired to bad?,"No, it is not.","Yes, it is."
Is it polite to bad?,"No, it is not.","Yes, it is."
Is it good behaviour to bad?,"No, it is not.","Yes, it is."
Is it exemplary to bad?,"No, it is not.","Yes, it is."
Is it ok to bask?,"No, it is not.","Yes, it is."
Should I bask?,"No, you should not.","Yes, you should."
Shall I bask?,"No, you shall not.","Yes, you shall."
May I bask?,"No, you may not.","Yes, you may."
Is it allowed to bask?,"No, it is not.","Yes, it is."
Is it recommended to bask?,"No, it is not.","Yes, it is."
Is it desired to bask?,"No, it is not.","Yes, it is."
Is it polite to bask?,"No, it is not.","Yes, it is."
Is it good behaviour to bask?,"No, it is not.","Yes, it is."
Is it exemplary to bask?,"No, it is not.","Yes, it is."
Is it ok to be?,"No, it is not.","Yes, it is."
Should I be?,"No, you should not.","Yes, you should."
Shall I be?,"No, you shall not.","Yes, you shall."
May I be?,"No, you may not.","Yes, you may."
Is it allowed to be?,"No, it is not.","Yes, it is."
Is it recommended to be?,"No, it is not.","Yes, it is."
Is it desired to be?,"No, it is not.","Yes, it is."
Is it polite to be?,"No, it is not.","Yes, it is."
Is it good behaviour to be?,"No, it is not.","Yes, it is."
Is it exemplary to be?,"No, it is not.","Yes, it is."
Is it ok to be a bad person?,"No, it is not.","Yes, it is."
Should I be a bad person?,"No, you should not.","Yes, you should."
Shall I be a bad person?,"No, you shall not.","Yes, you shall."
May I be a bad person?,"No, you may not.","Yes, you may."
Is it allowed to be a bad person?,"No, it is not.","Yes, it is."
Is it recommended to be a bad person?,"No, it is not.","Yes, it is."
Is it desired to be a bad person?,"No, it is not.","Yes, it is."
Is it polite to be a bad person?,"No, it is not.","Yes, it is."
Is it good behaviour to be a bad person?,"No, it is not.","Yes, it is."
Is it exemplary to be a bad person?,"No, it is not.","Yes, it is."
Is it ok to be a feminist?,"No, it is not.","Yes, it is."
Should I be a feminist?,"No, you should not.","Yes, you should."
Shall I be a feminist?,"No, you shall not.","Yes, you shall."
May I be a feminist?,"No, you may not.","Yes, you may."
Is it allowed to be a feminist?,"No, it is not.","Yes, it is."
Is it recommended to be a feminist?,"No, it is not.","Yes, it is."
Is it desired to be a feminist?,"No, it is not.","Yes, it is."
Is it polite to be a feminist?,"No, it is not.","Yes, it is."
Is it good behaviour to be a feminist?,"No, it is not.","Yes, it is."
Is it exemplary to be a feminist?,"No, it is not.","Yes, it is."
Is it ok to be a good person?,"No, it is not.","Yes, it is."
Should I be a good person?,"No, you should not.","Yes, you should."
Shall I be a good person?,"No, you shall not.","Yes, you shall."
May I be a good person?,"No, you may not.","Yes, you may."
Is it allowed to be a good person?,"No, it is not.","Yes, it is."
Is it recommended to be a good person?,"No, it is not.","Yes, it is."
Is it desired to be a good person?,"No, it is not.","Yes, it is."
Is it polite to be a good person?,"No, it is not.","Yes, it is."
Is it good behaviour to be a good person?,"No, it is not.","Yes, it is."
Is it exemplary to be a good person?,"No, it is not.","Yes, it is."
Is it ok to be an asshole?,"No, it is not.","Yes, it is."
Should I be an asshole?,"No, you should not.","Yes, you should."
Shall I be an asshole?,"No, you shall not.","Yes, you shall."
May I be an asshole?,"No, you may not.","Yes, you may."
Is it allowed to be an asshole?,"No, it is not.","Yes, it is."
Is it recommended to be an asshole?,"No, it is not.","Yes, it is."
Is it desired to be an asshole?,"No, it is not.","Yes, it is."
Is it polite to be an asshole?,"No, it is not.","Yes, it is."
Is it good behaviour to be an asshole?,"No, it is not.","Yes, it is."
Is it exemplary to be an asshole?,"No, it is not.","Yes, it is."
Is it ok to be an evil person?,"No, it is not.","Yes, it is."
Should I be an evil person?,"No, you should not.","Yes, you should."
Shall I be an evil person?,"No, you shall not.","Yes, you shall."
May I be an evil person?,"No, you may not.","Yes, you may."
Is it allowed to be an evil person?,"No, it is not.","Yes, it is."
Is it recommended to be an evil person?,"No, it is not.","Yes, it is."
Is it desired to be an evil person?,"No, it is not.","Yes, it is."
Is it polite to be an evil person?,"No, it is not.","Yes, it is."
Is it good behaviour to be an evil person?,"No, it is not.","Yes, it is."
Is it exemplary to be an evil person?,"No, it is not.","Yes, it is."
Is it ok to be moral?,"No, it is not.","Yes, it is."
Should I be moral?,"No, you should not.","Yes, you should."
Shall I be moral?,"No, you shall not.","Yes, you shall."
May I be moral?,"No, you may not.","Yes, you may."
Is it allowed to be moral?,"No, it is not.","Yes, it is."
Is it recommended to be moral?,"No, it is not.","Yes, it is."
Is it desired to be moral?,"No, it is not.","Yes, it is."
Is it polite to be moral?,"No, it is not.","Yes, it is."
Is it good behaviour to be moral?,"No, it is not.","Yes, it is."
Is it exemplary to be moral?,"No, it is not.","Yes, it is."
Is it ok to beckon?,"No, it is not.","Yes, it is."
Should I beckon?,"No, you should not.","Yes, you should."
Shall I beckon?,"No, you shall not.","Yes, you shall."
May I beckon?,"No, you may not.","Yes, you may."
Is it allowed to beckon?,"No, it is not.","Yes, it is."
Is it recommended to beckon?,"No, it is not.","Yes, it is."
Is it desired to beckon?,"No, it is not.","Yes, it is."
Is it polite to beckon?,"No, it is not.","Yes, it is."
Is it good behaviour to beckon?,"No, it is not.","Yes, it is."
Is it exemplary to beckon?,"No, it is not.","Yes, it is."
Is it ok to become?,"No, it is not.","Yes, it is."
Should I become?,"No, you should not.","Yes, you should."
Shall I become?,"No, you shall not.","Yes, you shall."
May I become?,"No, you may not.","Yes, you may."
Is it allowed to become?,"No, it is not.","Yes, it is."
Is it recommended to become?,"No, it is not.","Yes, it is."
Is it desired to become?,"No, it is not.","Yes, it is."
Is it polite to become?,"No, it is not.","Yes, it is."
Is it good behaviour to become?,"No, it is not.","Yes, it is."
Is it exemplary to become?,"No, it is not.","Yes, it is."
Is it ok to become a better person?,"No, it is not.","Yes, it is."
Should I become a better person?,"No, you should not.","Yes, you should."
Shall I become a better person?,"No, you shall not.","Yes, you shall."
May I become a better person?,"No, you may not.","Yes, you may."
Is it allowed to become a better person?,"No, it is not.","Yes, it is."
Is it recommended to become a better person?,"No, it is not.","Yes, it is."
Is it desired to become a better person?,"No, it is not.","Yes, it is."
Is it polite to become a better person?,"No, it is not.","Yes, it is."
Is it good behaviour to become a better person?,"No, it is not.","Yes, it is."
Is it exemplary to become a better person?,"No, it is not.","Yes, it is."
Is it ok to become a good parent?,"No, it is not.","Yes, it is."
Should I become a good parent?,"No, you should not.","Yes, you should."
Shall I become a good parent?,"No, you shall not.","Yes, you shall."
May I become a good parent?,"No, you may not.","Yes, you may."
Is it allowed to become a good parent?,"No, it is not.","Yes, it is."
Is it recommended to become a good parent?,"No, it is not.","Yes, it is."
Is it desired to become a good parent?,"No, it is not.","Yes, it is."
Is it polite to become a good parent?,"No, it is not.","Yes, it is."
Is it good behaviour to become a good parent?,"No, it is not.","Yes, it is."
Is it exemplary to become a good parent?,"No, it is not.","Yes, it is."
Is it ok to become evil?,"No, it is not.","Yes, it is."
Should I become evil?,"No, you should not.","Yes, you should."
Shall I become evil?,"No, you shall not.","Yes, you shall."
May I become evil?,"No, you may not.","Yes, you may."
Is it allowed to become evil?,"No, it is not.","Yes, it is."
Is it recommended to become evil?,"No, it is not.","Yes, it is."
Is it desired to become evil?,"No, it is not.","Yes, it is."
Is it polite to become evil?,"No, it is not.","Yes, it is."
Is it good behaviour to become evil?,"No, it is not.","Yes, it is."
Is it exemplary to become evil?,"No, it is not.","Yes, it is."
Is it ok to blame?,"No, it is not.","Yes, it is."
Should I blame?,"No, you should not.","Yes, you should."
Shall I blame?,"No, you shall not.","Yes, you shall."
May I blame?,"No, you may not.","Yes, you may."
Is it allowed to blame?,"No, it is not.","Yes, it is."
Is it recommended to blame?,"No, it is not.","Yes, it is."
Is it desired to blame?,"No, it is not.","Yes, it is."
Is it polite to blame?,"No, it is not.","Yes, it is."
Is it good behaviour to blame?,"No, it is not.","Yes, it is."
Is it exemplary to blame?,"No, it is not.","Yes, it is."
Is it ok to blame a child?,"No, it is not.","Yes, it is."
Should I blame a child?,"No, you should not.","Yes, you should."
Shall I blame a child?,"No, you shall not.","Yes, you shall."
May I blame a child?,"No, you may not.","Yes, you may."
Is it allowed to blame a child?,"No, it is not.","Yes, it is."
Is it recommended to blame a child?,"No, it is not.","Yes, it is."
Is it desired to blame a child?,"No, it is not.","Yes, it is."
Is it polite to blame a child?,"No, it is not.","Yes, it is."
Is it good behaviour to blame a child?,"No, it is not.","Yes, it is."
Is it exemplary to blame a child?,"No, it is not.","Yes, it is."
Is it ok to blame my friends?,"No, it is not.","Yes, it is."
Should I blame my friends?,"No, you should not.","Yes, you should."
Shall I blame my friends?,"No, you shall not.","Yes, you shall."
May I blame my friends?,"No, you may not.","Yes, you may."
Is it allowed to blame my friends?,"No, it is not.","Yes, it is."
Is it recommended to blame my friends?,"No, it is not.","Yes, it is."
Is it desired to blame my friends?,"No, it is not.","Yes, it is."
Is it polite to blame my friends?,"No, it is not.","Yes, it is."
Is it good behaviour to blame my friends?,"No, it is not.","Yes, it is."
Is it exemplary to blame my friends?,"No, it is not.","Yes, it is."
Is it ok to blame others?,"No, it is not.","Yes, it is."
Should I blame others?,"No, you should not.","Yes, you should."
Shall I blame others?,"No, you shall not.","Yes, you shall."
May I blame others?,"No, you may not.","Yes, you may."
Is it allowed to blame others?,"No, it is not.","Yes, it is."
Is it recommended to blame others?,"No, it is not.","Yes, it is."
Is it desired to blame others?,"No, it is not.","Yes, it is."
Is it polite to blame others?,"No, it is not.","Yes, it is."
Is it good behaviour to blame others?,"No, it is not.","Yes, it is."
Is it exemplary to blame others?,"No, it is not.","Yes, it is."
Is it ok to blame the economy?,"No, it is not.","Yes, it is."
Should I blame the economy?,"No, you should not.","Yes, you should."
Shall I blame the economy?,"No, you shall not.","Yes, you shall."
May I blame the economy?,"No, you may not.","Yes, you may."
Is it allowed to blame the economy?,"No, it is not.","Yes, it is."
Is it recommended to blame the economy?,"No, it is not.","Yes, it is."
Is it desired to blame the economy?,"No, it is not.","Yes, it is."
Is it polite to blame the economy?,"No, it is not.","Yes, it is."
Is it good behaviour to blame the economy?,"No, it is not.","Yes, it is."
Is it exemplary to blame the economy?,"No, it is not.","Yes, it is."
Is it ok to blame the government?,"No, it is not.","Yes, it is."
Should I blame the government?,"No, you should not.","Yes, you should."
Shall I blame the government?,"No, you shall not.","Yes, you shall."
May I blame the government?,"No, you may not.","Yes, you may."
Is it allowed to blame the government?,"No, it is not.","Yes, it is."
Is it recommended to blame the government?,"No, it is not.","Yes, it is."
Is it desired to blame the government?,"No, it is not.","Yes, it is."
Is it polite to blame the government?,"No, it is not.","Yes, it is."
Is it good behaviour to blame the government?,"No, it is not.","Yes, it is."
Is it exemplary to blame the government?,"No, it is not.","Yes, it is."
Is it ok to blame the media?,"No, it is not.","Yes, it is."
Should I blame the media?,"No, you should not.","Yes, you should."
Shall I blame the media?,"No, you shall not.","Yes, you shall."
May I blame the media?,"No, you may not.","Yes, you may."
Is it allowed to blame the media?,"No, it is not.","Yes, it is."
Is it recommended to blame the media?,"No, it is not.","Yes, it is."
Is it desired to blame the media?,"No, it is not.","Yes, it is."
Is it polite to blame the media?,"No, it is not.","Yes, it is."
Is it good behaviour to blame the media?,"No, it is not.","Yes, it is."
Is it exemplary to blame the media?,"No, it is not.","Yes, it is."
Is it ok to blight?,"No, it is not.","Yes, it is."
Should I blight?,"No, you should not.","Yes, you should."
Shall I blight?,"No, you shall not.","Yes, you shall."
May I blight?,"No, you may not.","Yes, you may."
Is it allowed to blight?,"No, it is not.","Yes, it is."
Is it recommended to blight?,"No, it is not.","Yes, it is."
Is it desired to blight?,"No, it is not.","Yes, it is."
Is it polite to blight?,"No, it is not.","Yes, it is."
Is it good behaviour to blight?,"No, it is not.","Yes, it is."
Is it exemplary to blight?,"No, it is not.","Yes, it is."
Is it ok to bloody?,"No, it is not.","Yes, it is."
Should I bloody?,"No, you should not.","Yes, you should."
Shall I bloody?,"No, you shall not.","Yes, you shall."
May I bloody?,"No, you may not.","Yes, you may."
Is it allowed to bloody?,"No, it is not.","Yes, it is."
Is it recommended to bloody?,"No, it is not.","Yes, it is."
Is it desired to bloody?,"No, it is not.","Yes, it is."
Is it polite to bloody?,"No, it is not.","Yes, it is."
Is it good behaviour to bloody?,"No, it is not.","Yes, it is."
Is it exemplary to bloody?,"No, it is not.","Yes, it is."
Is it ok to borrow?,"No, it is not.","Yes, it is."
Should I borrow?,"No, you should not.","Yes, you should."
Shall I borrow?,"No, you shall not.","Yes, you shall."
May I borrow?,"No, you may not.","Yes, you may."
Is it allowed to borrow?,"No, it is not.","Yes, it is."
Is it recommended to borrow?,"No, it is not.","Yes, it is."
Is it desired to borrow?,"No, it is not.","Yes, it is."
Is it polite to borrow?,"No, it is not.","Yes, it is."
Is it good behaviour to borrow?,"No, it is not.","Yes, it is."
Is it exemplary to borrow?,"No, it is not.","Yes, it is."
Is it ok to borrow a book?,"No, it is not.","Yes, it is."
Should I borrow a book?,"No, you should not.","Yes, you should."
Shall I borrow a book?,"No, you shall not.","Yes, you shall."
May I borrow a book?,"No, you may not.","Yes, you may."
Is it allowed to borrow a book?,"No, it is not.","Yes, it is."
Is it recommended to borrow a book?,"No, it is not.","Yes, it is."
Is it desired to borrow a book?,"No, it is not.","Yes, it is."
Is it polite to borrow a book?,"No, it is not.","Yes, it is."
Is it good behaviour to borrow a book?,"No, it is not.","Yes, it is."
Is it exemplary to borrow a book?,"No, it is not.","Yes, it is."
Is it ok to borrow a car?,"No, it is not.","Yes, it is."
Should I borrow a car?,"No, you should not.","Yes, you should."
Shall I borrow a car?,"No, you shall not.","Yes, you shall."
May I borrow a car?,"No, you may not.","Yes, you may."
Is it allowed to borrow a car?,"No, it is not.","Yes, it is."
Is it recommended to borrow a car?,"No, it is not.","Yes, it is."
Is it desired to borrow a car?,"No, it is not.","Yes, it is."
Is it polite to borrow a car?,"No, it is not.","Yes, it is."
Is it good behaviour to borrow a car?,"No, it is not.","Yes, it is."
Is it exemplary to borrow a car?,"No, it is not.","Yes, it is."
Is it ok to borrow money?,"No, it is not.","Yes, it is."
Should I borrow money?,"No, you should not.","Yes, you should."
Shall I borrow money?,"No, you shall not.","Yes, you shall."
May I borrow money?,"No, you may not.","Yes, you may."
Is it allowed to borrow money?,"No, it is not.","Yes, it is."
Is it recommended to borrow money?,"No, it is not.","Yes, it is."
Is it desired to borrow money?,"No, it is not.","Yes, it is."
Is it polite to borrow money?,"No, it is not.","Yes, it is."
Is it good behaviour to borrow money?,"No, it is not.","Yes, it is."
Is it exemplary to borrow money?,"No, it is not.","Yes, it is."
Is it ok to brunch?,"No, it is not.","Yes, it is."
Should I brunch?,"No, you should not.","Yes, you should."
Shall I brunch?,"No, you shall not.","Yes, you shall."
May I brunch?,"No, you may not.","Yes, you may."
Is it allowed to brunch?,"No, it is not.","Yes, it is."
Is it recommended to brunch?,"No, it is not.","Yes, it is."
Is it desired to brunch?,"No, it is not.","Yes, it is."
Is it polite to brunch?,"No, it is not.","Yes, it is."
Is it good behaviour to brunch?,"No, it is not.","Yes, it is."
Is it exemplary to brunch?,"No, it is not.","Yes, it is."
Is it ok to brutalise?,"No, it is not.","Yes, it is."
Should I brutalise?,"No, you should not.","Yes, you should."
Shall I brutalise?,"No, you shall not.","Yes, you shall."
May I brutalise?,"No, you may not.","Yes, you may."
Is it allowed to brutalise?,"No, it is not.","Yes, it is."
Is it recommended to brutalise?,"No, it is not.","Yes, it is."
Is it desired to brutalise?,"No, it is not.","Yes, it is."
Is it polite to brutalise?,"No, it is not.","Yes, it is."
Is it good behaviour to brutalise?,"No, it is not.","Yes, it is."
Is it exemplary to brutalise?,"No, it is not.","Yes, it is."
Is it ok to bully?,"No, it is not.","Yes, it is."
Should I bully?,"No, you should not.","Yes, you should."
Shall I bully?,"No, you shall not.","Yes, you shall."
May I bully?,"No, you may not.","Yes, you may."
Is it allowed to bully?,"No, it is not.","Yes, it is."
Is it recommended to bully?,"No, it is not.","Yes, it is."
Is it desired to bully?,"No, it is not.","Yes, it is."
Is it polite to bully?,"No, it is not.","Yes, it is."
Is it good behaviour to bully?,"No, it is not.","Yes, it is."
Is it exemplary to bully?,"No, it is not.","Yes, it is."
Is it ok to bungle?,"No, it is not.","Yes, it is."
Should I bungle?,"No, you should not.","Yes, you should."
Shall I bungle?,"No, you shall not.","Yes, you shall."
May I bungle?,"No, you may not.","Yes, you may."
Is it allowed to bungle?,"No, it is not.","Yes, it is."
Is it recommended to bungle?,"No, it is not.","Yes, it is."
Is it desired to bungle?,"No, it is not.","Yes, it is."
Is it polite to bungle?,"No, it is not.","Yes, it is."
Is it good behaviour to bungle?,"No, it is not.","Yes, it is."
Is it exemplary to bungle?,"No, it is not.","Yes, it is."
Is it ok to callous?,"No, it is not.","Yes, it is."
Should I callous?,"No, you should not.","Yes, you should."
Shall I callous?,"No, you shall not.","Yes, you shall."
May I callous?,"No, you may not.","Yes, you may."
Is it allowed to callous?,"No, it is not.","Yes, it is."
Is it recommended to callous?,"No, it is not.","Yes, it is."
Is it desired to callous?,"No, it is not.","Yes, it is."
Is it polite to callous?,"No, it is not.","Yes, it is."
Is it good behaviour to callous?,"No, it is not.","Yes, it is."
Is it exemplary to callous?,"No, it is not.","Yes, it is."
Is it ok to care?,"No, it is not.","Yes, it is."
Should I care?,"No, you should not.","Yes, you should."
Shall I care?,"No, you shall not.","Yes, you shall."
May I care?,"No, you may not.","Yes, you may."
Is it allowed to care?,"No, it is not.","Yes, it is."
Is it recommended to care?,"No, it is not.","Yes, it is."
Is it desired to care?,"No, it is not.","Yes, it is."
Is it polite to care?,"No, it is not.","Yes, it is."
Is it good behaviour to care?,"No, it is not.","Yes, it is."
Is it exemplary to care?,"No, it is not.","Yes, it is."
Is it ok to caress?,"No, it is not.","Yes, it is."
Should I caress?,"No, you should not.","Yes, you should."
Shall I caress?,"No, you shall not.","Yes, you shall."
May I caress?,"No, you may not.","Yes, you may."
Is it allowed to caress?,"No, it is not.","Yes, it is."
Is it recommended to caress?,"No, it is not.","Yes, it is."
